73508,73705,36725,12328,3011,607,99,15,2,0,0,0
73865,73471,36580,12252,3072,631,108,20,1,0,0,0
73404,73890,36796,12145,3002,626,115,20,2,0,0,0
73693,73378,36940,12161,3072,622,114,17,3,0,0,0
73772,73683,36497,12257,3112,573,97,6,3,0,0,0
73672,73449,37006,12226,2927,623,84,12,1,0,0,0
73139,73974,36840,12328,2929,665,107,15,3,0,0,0
73742,73515,36486,12438,3117,573,118,10,1,0,0,0
73513,73683,36866,12238,3006,577,102,14,1,0,0,0
73645,73759,36374,12385,3119,613,94,11,0,0,0,0
73942,73161,36805,12306,3064,590,109,21,2,0,0,0
73634,73849,36756,12089,2950,607,104,10,1,0,0,0
73620,73757,36731,12101,3122,540,111,15,3,0,0,0
73259,73846,36845,12314,3037,586,103,9,1,0,0,0
73450,73389,37048,12341,3051,608,95,15,3,0,0,0
73469,73531,36961,12192,3102,632,102,9,2,0,0,0
73884,73319,37010,12093,3008,582,94,9,1,0,0,0
73532,73780,36683,12230,3070,588,100,15,2,0,0,0
73588,73615,36746,12169,3110,652,107,11,2,0,0,0
73751,73652,36469,12249,3098,657,110,12,1,1,0,0
73394,73476,37036,12263,3075,635,100,20,1,0,0,0
73645,73547,36475,12519,3066,628,99,19,1,1,0,0
73197,73647,36912,12475,3005,626,114,21,3,0,0,0
73399,73615,36716,12394,3121,631,105,19,0,0,0,0
73644,73574,36584,12278,3206,608,88,17,1,0,0,0
73275,73497,37080,12307,3052,642,120,24,2,1,0,0
73709,73453,36762,12284,3045,631,98,15,3,0,0,0
73718,73465,36707,12271,3107,639,80,11,2,0,0,0
73622,73284,37113,12250,3023,598,99,10,1,0,0,0
73240,73972,36718,12241,3111,607,96,12,1,1,1,0
73833,73560,36572,12255,3080,590,89,20,1,0,0,0
73583,73689,36704,12338,2998,581,92,13,2,0,0,0
73772,73261,36732,12314,3178,623,100,16,3,0,1,0
73467,73531,36937,12263,3081,607,96,15,3,0,0,0
73818,73329,36775,12248,3066,641,103,19,1,0,0,0
73927,73434,36675,12276,3007,573,85,20,3,0,0,0
73793,73503,36769,12145,3025,648,96,19,1,1,0,0
73353,73799,36755,12250,3121,605,98,18,1,0,0,0
73644,73722,36585,12286,3033,604,114,10,2,0,0,0
73539,73504,36978,12163,3090,599,109,17,0,1,0,0
73772,73755,36580,12103,3044,627,101,16,1,1,0,0
73207,73949,36792,12345,3011,580,94,19,2,1,0,0
73388,74046,36424,12322,3071,623,113,12,1,0,0,0
73342,73489,37079,12308,3047,620,101,13,1,0,0,0
73808,73705,36481,12160,3114,613,100,16,3,0,0,0
73494,73673,36642,12312,3138,612,115,11,3,0,0,0
73567,73684,36902,12080,3063,584,104,16,0,0,0,0
73530,73216,36969,12438,3100,612,110,23,1,1,0,0
73404,74017,36638,12175,3012,621,119,11,3,0,0,0
73697,73445,36856,12173,3098,598,114,18,1,0,0,0
74050,73334,36810,12101,2960,614,114,15,1,1,0,0
73410,73993,36449,12363,3059,607,105,13,1,0,0,0
73617,73355,37015,12156,3105,614,109,26,3,0,0,0
73137,73891,36958,12351,2956,568,122,17,0,0,0,0
73479,73519,37027,12211,3051,596,96,19,1,1,0,0
73813,73578,36581,12237,3053,609,107,19,3,0,0,0
73695,73345,36868,12295,3013,650,109,25,0,0,0,0
73963,73623,36616,12028,3066,572,112,19,1,0,0,0
73593,73368,36909,12289,3134,598,98,11,0,0,0,0
74084,73513,36347,12230,3085,618,99,23,1,0,0,0
73746,73235,36954,12297,3050,593,115,9,1,0,0,0
73885,73560,36368,12366,3101,600,96,22,1,1,0,0
73577,73531,36838,12320,3042,575,101,13,3,0,0,0
73726,73268,36882,12296,3080,612,115,19,1,1,0,0
73549,73792,36895,12039,3009,595,106,15,0,0,0,0
73395,73623,36793,12296,3138,642,102,9,2,0,0,0
73807,73412,36630,12292,3109,623,104,22,1,0,0,0
73693,73948,36353,12287,2977,631,93,17,1,0,0,0
73548,73675,36898,12049,3100,607,101,20,2,0,0,0
73482,73488,36981,12279,3071,562,120,16,1,0,0,0
73526,73364,36934,12342,3106,585,121,21,1,0,0,0
73380,73983,36651,12247,3012,613,106,7,1,0,0,0
73710,73419,36665,12329,3120,655,91,10,1,0,0,0
73525,73759,36696,12265,3023,614,98,18,1,1,0,0
73773,73552,36606,12334,3051,569,98,16,1,0,0,0
73763,73616,36566,12236,3090,607,108,13,1,0,0,0
73374,73811,36713,12331,3041,611,97,19,2,1,0,0
73492,73429,36969,12312,3049,608,123,11,6,1,0,0
73729,73709,36511,12285,3019,615,110,22,0,0,0,0
73538,73706,36773,12177,3086,616,86,15,1,2,0,0
73605,73620,36676,12177,3146,650,108,17,1,0,0,0
73656,73454,36718,12380,3063,596,115,17,1,0,0,0
74008,73019,36764,12406,3068,635,84,14,2,0,0,0
73842,73326,36870,12200,3012,617,119,13,1,0,0,0
73657,73727,36697,12133,3068,606,96,13,3,0,0,0
73498,73649,36772,12337,3049,571,104,19,1,0,0,0
73549,73763,36469,12317,3168,621,93,17,2,1,0,0
73594,73664,36681,12245,3059,630,110,15,2,0,0,0
73691,73548,36612,12246,3147,638,103,12,3,0,0,0
73286,73705,36921,12291,3045,628,103,19,2,0,0,0
73905,73497,36601,12205,3029,644,103,16,0,0,0,0
73445,73724,36736,12271,3099,615,90,16,4,0,0,0
73729,73430,36728,12278,3116,586,117,13,3,0,0,0
73568,73309,36929,12368,3057,642,102,22,3,0,0,0
73912,73265,36593,12417,3053,625,116,15,3,1,0,0
73893,73576,36602,12268,2955,603,90,13,0,0,0,0
74028,73197,36691,12281,3105,565,110,21,1,1,0,0
73111,73915,36886,12395,2961,614,103,12,3,0,0,0
73772,73117,36758,12491,3096,643,108,11,3,1,0,0
73535,73497,36797,12359,3039,639,117,14,3,0,0,0
73386,73800,36875,12281,3011,552,87,8,0,0,0,0
73548,73888,36620,12231,2995,592,110,13,2,1,0,0
73672,73540,36748,12344,2978,597,106,11,3,0,1,0
73931,73418,36507,12392,3005,623,105,16,3,0,0,0
73152,73799,37139,12122,3084,577,108,14,2,2,1,0
73750,73687,36661,12185,2971,635,97,11,3,0,0,0
73447,73576,36793,12319,3086,635,123,19,2,0,0,0
73494,73471,36861,12353,3100,608,99,12,1,1,0,0
73995,73582,36428,12169,3090,619,99,15,2,1,0,0
73120,73720,37133,12317,3004,570,113,22,1,0,0,0
73616,73485,36661,12404,3133,580,103,14,4,0,0,0
73488,73828,36532,12404,3033,601,101,12,0,1,0,0
74191,73073,36757,12233,2994,627,104,18,2,1,0,0
73281,73748,36799,12393,3030,630,100,16,2,1,0,0
73621,73237,36992,12267,3170,595,93,23,2,0,0,0
73569,73564,36840,12250,3018,644,93,20,1,1,0,0
73603,73401,36862,12297,3098,615,113,9,2,0,0,0
73444,73906,36662,12206,3053,615,99,14,1,0,0,0
73407,73336,37072,12411,3069,596,96,11,1,1,0,0
73755,73532,36783,12168,3063,591,91,15,2,0,0,0
73642,73279,36787,12470,3092,610,104,15,1,0,0,0
73162,73839,36941,12344,3001,594,101,15,3,0,0,0
73419,73849,36771,12064,3170,628,87,9,3,0,0,0
73583,73503,36987,12109,3102,610,93,12,1,0,0,0
73323,73676,36922,12291,3066,606,95,17,3,1,0,0
73425,73440,36829,12357,3206,635,88,17,2,1,0,0
73712,73742,36649,12116,3035,639,95,11,1,0,0,0
73189,73784,36967,12164,3122,649,104,19,2,0,0,0
73752,73395,36826,12209,3108,611,84,14,1,0,0,0
73803,73635,36531,12224,3073,611,111,12,0,0,0,0
73331,73479,37062,12296,3073,638,104,17,0,0,0,0
73555,73569,36753,12394,2997,600,114,15,2,1,0,0
73286,73821,36694,12346,3152,580,106,13,2,0,0,0
73202,73698,36921,12396,3055,619,96,11,2,0,0,0
73578,73706,36788,12124,3036,642,112,10,4,0,0,0
73733,73631,36799,12059,3076,586,104,10,2,0,0,0
73481,73650,36730,12386,3014,618,104,14,2,1,0,0
73298,73643,37045,12178,3079,652,89,16,0,0,0,0
73442,73813,36858,12179,3000,594,97,13,4,0,0,0
73303,73734,36799,12373,3051,631,92,13,4,0,0,0
73605,73624,36718,12250,3081,596,100,24,1,1,0,0
73568,73662,36683,12193,3141,621,116,16,0,0,0,0
73484,73536,36708,12404,3108,653,94,12,1,0,0,0
73247,73759,37218,11990,3035,613,126,10,1,1,0,0
73639,73417,36781,12300,3156,591,101,11,3,1,0,0
73568,73554,36736,12299,3110,624,95,12,2,0,0,0
73706,73710,36646,12199,3034,590,92,19,4,0,0,0
73338,73800,36711,12353,3088,581,111,15,2,1,0,0
73658,73638,36799,12087,3076,620,108,12,1,0,1,0
73212,73917,36648,12308,3136,638,116,21,3,1,0,0
73886,73718,36432,12272,2985,589,100,15,2,1,0,0
73550,73742,36709,12115,3093,668,110,12,1,0,0,0
73525,73698,36744,12295,3006,601,115,14,1,1,0,0
73610,73659,36766,12160,3101,593,85,21,4,1,0,0
73231,73872,37027,12106,3017,613,120,13,1,0,0,0
73565,73601,36807,12228,3075,614,96,12,2,0,0,0
73753,73913,36468,12139,3001,612,98,11,5,0,0,0
73357,73607,36783,12388,3137,606,106,15,1,0,0,0
73810,73341,36821,12283,2998,617,110,19,1,0,0,0
73334,73551,36930,12307,3157,589,114,17,1,0,0,0
73555,73620,36779,12229,3061,639,97,19,1,0,0,0
73808,73497,36677,12236,3087,576,97,21,1,0,0,0
73321,73882,36663,12199,3183,617,111,21,3,0,0,0
73647,73579,36777,12213,3036,625,108,14,1,0,0,0
74067,73312,36626,12169,3065,629,109,18,5,0,0,0
73557,73956,36581,12075,3125,597,93,14,2,0,0,0
73693,73606,36909,12013,3013,659,87,16,4,0,0,0
73749,73597,36618,12311,2987,602,122,11,3,0,0,0
73780,73304,36933,12222,3038,619,92,9,3,0,0,0
74259,72973,36841,12147,3095,569,105,9,2,0,0,0
73935,73072,36900,12255,3125,588,113,11,1,0,0,0
73598,73666,36904,12042,3089,582,103,15,1,0,0,0
73570,73700,36700,12237,3090,569,110,21,3,0,0,0
73943,73373,36679,12180,3061,658,95,10,1,0,0,0
73424,73828,36651,12336,3036,610,91,22,2,0,0,0
73591,73592,36670,12304,3131,591,99,17,5,0,0,0
73525,73607,36823,12265,3016,655,95,12,2,0,0,0
73554,73680,36851,12098,3083,618,101,13,2,0,0,0
73335,73735,36845,12281,3087,599,105,8,5,0,0,0
73790,73172,36888,12388,3041,598,112,8,3,0,0,0
73657,73824,36625,12173,2998,602,103,16,1,1,0,0
73436,73470,36945,12356,3083,584,111,10,5,0,0,0
73693,73393,36813,12366,3028,587,103,16,1,0,0,0
73383,73871,36708,12313,2983,620,107,13,1,1,0,0
73554,73534,36801,12307,3099,592,98,13,1,1,0,0
73800,73310,36868,12191,3047,679,95,9,1,0,0,0
73760,73756,36688,12098,2981,601,103,10,3,0,0,0
73659,73433,36857,12284,3055,594,95,20,3,0,0,0
73812,73486,36523,12449,2992,626,100,11,1,0,0,0
73228,73787,36831,12351,3089,587,105,21,1,0,0,0
73534,73471,36959,12255,3055,605,111,9,1,0,0,0
73465,73361,36791,12486,3137,633,110,17,0,0,0,0
73456,73719,36774,12250,3063,620,103,12,3,0,0,0
73579,73474,36665,12457,3108,614,90,12,1,0,0,0
73652,73389,36924,12167,3128,623,98,17,2,0,0,0
73960,73386,36543,12178,3198,618,97,17,2,1,0,0
73621,73675,36713,12216,3013,623,118,21,0,0,0,0
73506,73364,37088,12221,3131,578,98,13,1,0,0,0
73793,73497,36704,12201,3061,614,115,14,0,1,0,0
73692,73519,36828,12218,3034,600,88,17,3,1,0,0
73459,73578,36923,12254,3027,638,104,16,1,0,0,0
73279,73686,36844,12408,3059,609,96,19,0,0,0,0
73835,73344,36699,12326,3109,573,96,13,5,0,0,0
73656,73605,36721,12345,2949,606,101,14,3,0,0,0
73592,73486,36841,12337,2991,617,118,14,3,1,0,0
73122,73938,36695,12492,3026,600,115,11,1,0,0,0
73588,73630,36549,12417,3096,590,109,17,3,1,0,0
74042,73364,36653,12129,3045,637,108,18,4,0,0,0
73655,73458,36745,12351,3068,619,92,12,0,0,0,0
73330,73666,36857,12272,3136,597,124,18,0,0,0,0
73868,73348,36619,12429,2995,634,90,15,2,0,0,0
73271,73946,36821,12111,3111,604,117,18,1,0,0,0
73202,74112,36725,12206,3051,576,109,15,4,0,0,0
73445,73248,37016,12516,3078,579,102,14,2,0,0,0
73676,73732,36382,12509,2992,598,94,14,2,1,0,0
73118,73937,36708,12322,3132,651,113,17,2,0,0,0
73614,73152,36973,12435,3104,605,94,21,2,0,0,0
73282,73905,36765,12200,3087,636,108,14,2,1,0,0
73269,73814,36750,12327,3130,577,118,15,0,0,0,0
73578,73718,36675,12264,3082,578,94,9,1,1,0,0
73214,73848,36854,12338,3077,591,67,10,1,0,0,0
73199,73493,37165,12397,3025,593,114,12,2,0,0,0
73200,73655,37223,12013,3142,643,108,15,1,0,0,0
73494,73534,36885,12180,3115,661,111,19,1,0,0,0
73458,74000,36472,12304,3057,590,102,17,0,0,0,0
73463,73684,36762,12238,3121,621,99,10,2,0,0,0
73816,73553,36707,12169,3042,586,110,16,1,0,0,0
73507,73567,36918,12217,3064,621,92,10,3,1,0,0
73887,73288,36906,12194,3013,593,104,13,2,0,0,0
73574,73509,36933,12178,3099,592,96,16,2,1,0,0
73026,73754,36984,12451,3031,645,95,11,3,0,0,0
73489,73267,37125,12234,3155,608,105,14,3,0,0,0
73583,73623,36816,12181,3071,598,103,20,3,2,0,0
73450,73345,37215,12281,2995,594,101,18,1,0,0,0
73729,73566,36853,12069,3084,583,102,13,1,0,0,0
73262,73705,36943,12294,3101,583,93,16,3,0,0,0
73518,73852,36613,12195,3116,608,80,13,5,0,0,0
73690,73356,36954,12200,3079,602,93,23,3,0,0,0
73788,73415,36984,12102,2980,610,108,12,1,0,0,0
73357,73862,36736,12202,3076,646,107,12,2,0,0,0
73614,73609,36580,12384,3115,575,98,22,3,0,0,0
73356,73749,36984,12060,3111,619,103,17,1,0,0,0
73584,73926,36412,12255,3057,650,101,15,0,0,0,0
73485,73375,37163,12266,2978,618,106,9,0,0,0,0
73576,73591,36814,12204,3038,651,104,19,3,0,0,0
73768,73540,36700,12241,3056,571,103,17,3,1,0,0
73615,73613,36642,12365,3017,626,107,15,0,0,0,0
73567,73491,36792,12448,2977,610,106,8,0,1,0,0
73214,73990,36596,12422,3032,610,120,13,2,1,0,0
73396,73600,36761,12500,3032,608,92,9,1,1,0,0
73737,73521,36613,12279,3167,568,94,20,1,0,0,0
73504,73713,36595,12336,3106,633,107,6,0,0,0,0
73877,73349,36814,12183,3002,639,114,18,3,1,0,0
73603,74060,36546,12004,3076,607,87,15,2,0,0,0
73523,73450,36969,12243,3100,595,99,18,3,0,0,0
73920,73192,36906,12201,3057,614,92,16,2,0,0,0
73598,73230,37036,12343,3038,646,93,15,1,0,0,0
73638,73705,36668,12144,3053,690,83,18,1,0,0,0
73821,73482,36656,12258,3051,625,97,8,1,0,1,0
73454,73477,37006,12189,3101,639,110,20,4,0,0,0
73612,73411,36996,12210,3024,594,132,19,1,1,0,0
73078,73691,37243,12276,2973,622,108,9,0,0,0,0
73942,72970,37019,12256,3105,596,99,12,1,0,0,0
73394,73780,36698,12318,3042,648,102,14,3,1,0,0
73379,73587,36931,12289,3082,606,110,14,2,0,0,0
73789,73480,36517,12398,3076,620,103,14,3,0,0,0
73826,73486,36623,12196,3117,622,107,20,2,1,0,0
73604,73247,37026,12293,3098,620,97,14,1,0,0,0
73268,73837,36707,12338,3110,618,103,16,3,0,0,0
73569,73390,37124,12143,3053,604,92,20,5,0,0,0
73817,73449,36811,12178,3023,611,98,10,3,0,0,0
73258,73580,36945,12441,3059,596,103,18,0,0,0,0
73589,73407,36967,12213,3119,591,90,24,0,0,0,0
73542,73657,36747,12272,3068,583,111,16,3,1,0,0
73655,73816,36573,12141,3119,591,88,16,1,0,0,0
73644,73648,36589,12345,3040,606,108,16,3,1,0,0
73570,73664,36675,12257,3121,587,109,15,2,0,0,0
73162,73837,36736,12434,3115,605,88,20,3,0,0,0
73313,73812,36738,12376,3044,599,105,12,1,0,0,0
73679,73658,36478,12266,3173,621,99,23,3,0,0,0
73359,73576,37001,12300,3029,617,100,16,2,0,0,0
73890,73296,36828,12160,3119,599,96,11,1,0,0,0
73392,73788,36752,12269,3022,660,96,19,2,0,0,0
73281,73722,36811,12407,3035,635,89,14,6,0,0,0
73725,73386,36943,12202,3007,630,90,14,3,0,0,0
73619,73797,36628,12211,3015,619,99,11,1,0,0,0
73716,73493,36836,12221,3046,584,92,12,0,0,0,0
73549,73784,36807,12064,3117,575,92,12,0,0,0,0
73487,73853,36863,12010,3054,634,83,16,0,0,0,0
73429,73790,36666,12263,3142,612,87,10,0,1,0,0
73322,73778,36883,12173,3070,647,111,11,5,0,0,0
73595,73756,36810,12087,3042,588,103,17,2,0,0,0
73563,73471,36820,12291,3112,624,107,11,1,0,0,0
73907,73375,36732,12209,3098,557,113,9,0,0,0,0
73910,73493,36670,12194,3057,564,97,11,2,2,0,0
