73620,73395,36861,12271,3127,603,106,15,2,0,0,0
73534,73690,36653,12348,3068,577,113,17,0,0,0,0
73229,73645,36945,12381,3053,635,92,18,2,0,0,0
73377,73460,37084,12183,3159,617,101,17,2,0,0,0
73627,73727,36803,12096,3027,590,109,17,3,1,0,0
73604,73569,36684,12273,3135,613,108,11,3,0,0,0
73528,73643,36876,12163,3110,571,93,13,3,0,0,0
73446,73917,36582,12218,3051,664,104,16,1,1,0,0
73755,73308,36989,12112,3081,631,105,17,2,0,0,0
73493,73559,36906,12122,3142,644,115,19,0,0,0,0
73898,73706,36343,12241,3115,573,109,13,1,1,0,0
73839,73581,36658,12196,3022,597,94,13,0,0,0,0
73522,73921,36489,12324,3052,581,92,17,2,0,0,0
73765,73363,36857,12210,3051,637,102,12,3,0,0,0
73855,73184,36919,12281,3023,612,114,11,1,0,0,0
73630,73329,37071,12205,3055,612,80,17,1,0,0,0
73490,73668,36666,12413,3049,585,110,17,2,0,0,0
73517,73529,37029,12130,3079,607,99,8,2,0,0,0
73586,73610,36766,12226,3076,622,96,17,1,0,0,0
73650,73571,36892,12131,3005,634,100,16,1,0,0,0
73754,73686,36540,12235,3071,597,99,15,3,0,0,0
73610,73427,37002,12143,3071,619,107,20,1,0,0,0
73828,73528,36628,12282,3014,606,96,16,2,0,0,0
73597,73440,36949,12279,3067,572,86,9,1,0,0,0
73342,73984,36786,12120,3014,645,89,17,3,0,0,0
73384,73841,36590,12335,3101,624,107,16,2,0,0,0
73285,73736,36916,12287,3051,616,95,12,1,1,0,0
73417,73653,36703,12374,3118,613,99,19,3,1,0,0
73487,73643,37080,12049,3051,583,88,17,2,0,0,0
73315,73803,36774,12334,3024,635,96,18,1,0,0,0
73800,73568,36647,12271,3026,580,90,16,2,0,0,0
73684,73626,36509,12358,3066,644,99,11,3,0,0,0
73488,73408,36931,12394,3062,611,88,16,2,0,0,0
73734,73378,36780,12270,3077,612,129,17,3,0,0,0
73296,73671,36861,12369,3025,647,112,16,3,0,0,0
73712,73559,36604,12342,3087,576,98,20,2,0,0,0
73770,73344,36750,12422,2987,609,99,16,3,0,0,0
73490,73608,36940,12239,2961,648,96,16,2,0,0,0
73523,73544,36596,12495,3130,614,88,9,1,0,0,0
73800,73768,36611,12113,2988,597,110,11,2,0,0,0
73692,73198,36988,12460,2969,574,103,14,2,0,0,0
73667,73566,36826,12093,3062,665,102,15,3,1,0,0
73750,73777,36276,12448,3025,607,102,11,3,1,0,0
73884,73176,36899,12307,3023,586,109,11,5,0,0,0
73242,73933,36667,12329,3040,658,103,28,0,0,0,0
73696,73614,36800,12211,2972,581,108,14,3,1,0,0
73893,73732,36426,12209,3006,615,100,17,2,0,0,0
73265,73666,36895,12371,3098,585,101,17,2,0,0,0
73283,73496,36951,12495,3065,584,107,17,2,0,0,0
73564,73669,36674,12322,3042,611,99,17,2,0,0,0
73573,73093,37307,12190,3132,576,113,12,4,0,0,0
73376,73748,36708,12312,3101,629,104,22,0,0,0,0
73924,73270,36882,12067,3138,609,95,13,2,0,0,0
73016,73708,37058,12430,3047,617,105,17,2,0,0,0
73358,73707,36788,12307,3096,609,114,20,1,0,0,0
73827,73330,36766,12290,3082,595,103,6,1,0,0,0
73663,73496,36645,12301,3145,615,120,13,1,1,0,0
73504,73329,37089,12329,2999,632,98,19,1,0,0,0
73698,73315,36850,12393,3032,592,100,18,2,0,0,0
73578,73474,37040,12067,3114,608,90,23,6,0,0,0
73414,73882,36716,12209,3077,583,101,18,0,0,0,0
73610,73714,36675,12172,3102,623,83,20,1,0,0,0
73312,73660,36874,12344,3069,620,107,13,1,0,0,0
73172,73750,37103,12232,3010,609,108,15,1,0,0,0
73418,73672,36930,12210,3023,615,117,14,1,0,0,0
73679,73489,36739,12269,3067,625,117,14,1,0,0,0
73310,73979,36414,12476,3125,576,96,22,2,0,0,0
73623,73626,36765,12226,3046,602,100,10,1,0,1,0
73633,73499,36858,12206,3024,655,103,18,4,0,0,0
73701,73223,36816,12427,3108,612,94,19,0,0,0,0
73481,73703,36661,12449,3001,582,107,13,2,1,0,0
73723,73161,37081,12250,3042,633,98,12,0,0,0,0
73567,73324,36779,12502,3070,638,107,13,0,0,0,0
73426,73787,36762,12164,3110,639,98,11,3,0,0,0
73445,73864,36806,12124,3060,590,97,11,3,0,0,0
73576,73424,36895,12285,3114,595,100,9,2,0,0,0
73578,73522,36811,12154,3180,623,121,10,1,0,0,0
73410,73749,36737,12290,3141,577,82,8,3,3,0,0
73393,73795,36835,12126,3140,609,91,9,2,0,0,0
73761,73683,36604,12259,3023,558,99,12,1,0,0,0
73844,73930,36296,12100,3151,577,80,22,0,0,0,0
73635,73713,36750,12088,3089,621,87,13,3,1,0,0
73307,73658,37005,12296,3007,604,106,16,1,0,0,0
73333,74001,36813,12067,3065,614,92,14,1,0,0,0
73685,73534,36781,12150,3107,622,99,22,0,0,0,0
73368,73738,36900,12156,3095,631,97,13,2,0,0,0
73311,73665,36953,12316,3009,630,101,14,1,0,0,0
73807,73326,37037,12096,3031,565,118,18,1,1,0,0
73375,74085,36533,12257,3029,598,103,18,2,0,0,0
73427,73642,36908,12133,3193,575,109,12,1,0,0,0
73686,73567,36845,12217,2971,610,96,8,0,0,0,0
73467,73723,36735,12253,3053,646,107,13,3,0,0,0
73547,73476,36998,12187,3058,621,98,15,0,0,0,0
73410,73557,36828,12363,3110,631,82,15,4,0,0,0
73759,73644,36518,12313,3047,613,98,7,1,0,0,0
73309,73770,36869,12324,3029,593,89,17,0,0,0,0
73760,73673,36590,12104,3135,614,104,18,2,0,0,0
73516,73891,36729,12051,3089,607,106,9,1,0,1,0
73014,73819,37012,12418,2990,634,102,11,0,0,0,0
73696,73659,36711,12125,3082,620,95,11,1,0,0,0
73453,73727,36605,12322,3137,631,99,24,2,0,0,0
73711,73524,36659,12266,3088,653,85,14,0,0,0,0
73981,73276,36701,12191,3116,595,121,17,2,0,0,0
73600,73464,36718,12474,3000,641,86,17,0,0,0,0
73577,73506,36722,12401,3078,585,106,21,3,1,0,0
73559,73452,36816,12275,3147,625,112,13,1,0,0,0
73412,73534,36933,12285,3076,643,102,13,2,0,0,0
73533,73617,36766,12295,3101,581,85,20,2,0,0,0
74158,73347,36532,12146,3068,643,95,10,1,0,0,0
73758,73581,36698,12123,3108,597,118,16,1,0,0,0
73136,73827,36990,12265,3065,585,117,14,1,0,0,0
73195,73797,36892,12312,3090,589,106,16,3,0,0,0
73433,73609,36859,12293,3056,633,97,18,2,0,0,0
73774,73291,36851,12349,3004,603,104,21,3,0,0,0
73915,73202,36919,12130,3131,576,106,19,2,0,0,0
73446,73574,36917,12248,3079,622,93,18,3,0,0,0
73888,73470,36701,12184,3030,617,91,19,0,0,0,0
73749,73602,36689,12267,3033,558,90,12,0,0,0,0
73341,73629,36818,12338,3132,617,108,14,2,1,0,0
73688,73581,36721,12192,3082,596,119,21,0,0,0,0
73805,73215,36958,12181,3091,631,101,18,0,0,0,0
73582,73565,36757,12412,2952,593,117,20,2,0,0,0
73615,73538,36803,12222,3085,613,108,12,4,0,0,0
73476,73587,36680,12377,3152,618,92,16,2,0,0,0
73591,73452,36879,12337,3014,611,101,14,1,0,0,0
73576,73575,36842,12219,3068,591,112,14,3,0,0,0
73674,73344,36709,12335,3174,637,114,10,2,1,0,0
73439,73661,36803,12242,3119,630,88,17,1,0,0,0
73759,73365,36617,12317,3161,664,105,9,2,1,0,0
73293,73720,36885,12235,3117,619,112,16,2,0,1,0
73393,73510,37006,12216,3136,618,102,15,4,0,0,0
73726,73529,36625,12278,3123,611,95,13,0,0,0,0
73757,73508,36830,12182,2980,622,104,16,1,0,0,0
73747,73644,36776,12225,2886,600,106,13,3,0,0,0
73627,73997,36444,12212,2998,608,98,13,3,0,0,0
73924,73575,36614,12083,3105,572,118,8,0,1,0,0
73710,73329,36874,12412,2944,631,86,13,1,0,0,0
73689,73432,36666,12395,3066,639,91,20,2,0,0,0
73443,73341,37100,12371,3021,620,86,15,3,0,0,0
73703,73691,36876,11954,3025,633,104,12,2,0,0,0
73415,73603,36974,12210,3060,614,111,10,2,0,1,0
73693,73365,36792,12262,3168,605,101,12,2,0,0,0
73219,73890,36944,12212,3024,587,102,21,1,0,0,0
73860,73431,36508,12316,3107,660,106,12,0,0,0,0
73578,73520,36674,12427,3037,637,115,10,2,0,0,0
73570,73522,36830,12258,3060,646,92,21,1,0,0,0
73722,73500,36860,12097,3099,605,101,13,3,0,0,0
73770,73453,36788,12185,3023,660,108,11,2,0,0,0
73593,73284,36999,12264,3125,624,94,15,2,0,0,0
73771,73397,36655,12407,3046,608,99,16,0,1,0,0
73384,74091,36420,12367,3049,570,101,16,1,1,0,0
73633,73570,36707,12302,3077,599,96,15,1,0,0,0
73556,73606,36691,12225,3114,675,115,18,0,0,0,0
73300,73875,36861,12251,2982,631,86,12,2,0,0,0
73413,73823,36851,12062,3149,600,86,14,1,1,0,0
73294,73469,36990,12424,3083,623,98,18,1,0,0,0
73614,73753,36677,12247,2987,590,117,15,0,0,0,0
73847,73311,36816,12161,3099,656,102,8,0,0,0,0
73465,73650,36783,12256,3139,603,87,17,0,0,0,0
73335,73414,37132,12319,3062,622,99,14,3,0,0,0
73699,73124,36991,12466,3004,606,95,11,4,0,0,0
73200,73760,36836,12287,3166,631,102,14,4,0,0,0
73482,73842,36842,12138,3014,582,91,8,1,0,0,0
73675,73546,36716,12365,3024,565,95,14,0,0,0,0
73264,73660,36856,12394,3090,618,98,18,2,0,0,0
73632,73733,36564,12297,3038,621,105,10,0,0,0,0
73736,73437,36579,12335,3157,645,89,19,3,0,0,0
73604,73292,36991,12377,3011,599,104,20,2,0,0,0
73724,73608,36689,12254,2980,616,108,17,4,0,0,0
73660,73636,36851,12061,3118,571,85,16,2,0,0,0
73250,73491,36991,12431,3125,626,77,8,1,0,0,0
73422,73765,36727,12238,3106,608,123,10,1,0,0,0
73657,73704,36574,12184,3147,616,97,20,1,0,0,0
73247,74087,36749,12106,3077,617,103,12,2,0,0,0
73871,73461,36747,12197,2974,624,114,11,1,0,0,0
73741,73169,36791,12420,3127,632,101,19,0,0,0,0
73495,73748,36766,12236,3015,614,107,17,2,0,0,0
73842,73623,36697,12042,3064,598,111,23,0,0,0,0
73601,73691,36630,12297,3066,610,90,13,2,0,0,0
73511,73243,37100,12309,3083,632,105,16,1,0,0,0
73967,73501,36572,12227,2981,646,95,10,0,1,0,0
73529,73534,36794,12351,3054,611,109,17,1,0,0,0
73639,73510,36744,12401,3026,581,81,17,0,1,0,0
74011,73136,36802,12258,3025,639,114,12,3,0,0,0
73922,73664,36537,12114,3008,643,87,22,3,0,0,0
73419,73317,37070,12285,3177,607,101,21,2,1,0,0
73709,73519,36882,12137,3032,620,83,16,2,0,0,0
