0,3333160,30,2,100
1,3331556,30,2,100
2,3334771,30,2,100
3,3333479,30,2,100
4,3333958,30,2,100
5,3332272,30,2,100
6,3332149,30,2,100
7,3333057,30,2,100
8,3333637,30,2,100
9,3337729,30,2,100
10,3332890,30,2,100
11,3334730,30,2,100
12,3338218,30,2,100
13,3333192,30,2,100
14,3333856,30,2,100
15,3333223,30,2,100
16,3329414,30,2,100
17,3334006,30,2,100
18,3333371,30,2,100
19,3334040,30,2,100
20,3332196,30,2,100
21,3329635,30,2,100
22,3331883,30,2,100
23,3333371,30,2,100
24,3332231,30,2,100
25,3333877,30,2,100
26,3333285,30,2,100
27,3333049,30,2,100
28,3332862,30,2,100
29,3334903,30,2,100
0,3332329,30,2,233424280
1,3332738,30,2,233424280
2,3333306,30,2,233424280
3,3333570,30,2,233424280
4,3332774,30,2,233424280
5,3333426,30,2,233424280
6,3332692,30,2,233424280
7,3333286,30,2,233424280
8,3334244,30,2,233424280
9,3335641,30,2,233424280
10,3332225,30,2,233424280
11,3329935,30,2,233424280
12,3336016,30,2,233424280
13,3331321,30,2,233424280
14,3331806,30,2,233424280
15,3335128,30,2,233424280
16,3333777,30,2,233424280
17,3333619,30,2,233424280
18,3331956,30,2,233424280
19,3335531,30,2,233424280
20,3332235,30,2,233424280
21,3333519,30,2,233424280
22,3331981,30,2,233424280
23,3333685,30,2,233424280
24,3331032,30,2,233424280
25,3333395,30,2,233424280
26,3332838,30,2,233424280
27,3336053,30,2,233424280
28,3333157,30,2,233424280
29,3336785,30,2,233424280
0,3334451,30,2,429496729
1,3334415,30,2,429496729
2,3334130,30,2,429496729
3,3335772,30,2,429496729
4,3333020,30,2,429496729
5,3333605,30,2,429496729
6,3332627,30,2,429496729
7,3333987,30,2,429496729
8,3331800,30,2,429496729
9,3332140,30,2,429496729
10,3334664,30,2,429496729
11,3333276,30,2,429496729
12,3332900,30,2,429496729
13,3333667,30,2,429496729
14,3332219,30,2,429496729
15,3333662,30,2,429496729
16,3331672,30,2,429496729
17,3334006,30,2,429496729
18,3335532,30,2,429496729
19,3335189,30,2,429496729
20,3333837,30,2,429496729
21,3335364,30,2,429496729
22,3333187,30,2,429496729
23,3332200,30,2,429496729
24,3332152,30,2,429496729
25,3333978,30,2,429496729
26,3329875,30,2,429496729
27,3334072,30,2,429496729
28,3333153,30,2,429496729
29,3329448,30,2,429496729
