0,3336053,30,2,100
1,3332337,30,2,100
2,3333814,30,2,100
3,3331885,30,2,100
4,3334092,30,2,100
5,3336867,30,2,100
6,3333765,30,2,100
7,3331052,30,2,100
8,3333303,30,2,100
9,3332833,30,2,100
10,3335335,30,2,100
11,3335838,30,2,100
12,3333315,30,2,100
13,3334941,30,2,100
14,3332992,30,2,100
15,3331709,30,2,100
16,3333712,30,2,100
17,3333537,30,2,100
18,3332811,30,2,100
19,3333921,30,2,100
20,3334577,30,2,100
21,3330053,30,2,100
22,3331138,30,2,100
23,3334639,30,2,100
24,3336078,30,2,100
25,3329315,30,2,100
26,3330829,30,2,100
27,3332287,30,2,100
28,3332394,30,2,100
29,3334578,30,2,100
0,3334895,30,2,233424280
1,3329379,30,2,233424280
2,3334191,30,2,233424280
3,3335173,30,2,233424280
4,3333340,30,2,233424280
5,3334111,30,2,233424280
6,3331882,30,2,233424280
7,3332951,30,2,233424280
8,3332248,30,2,233424280
9,3332608,30,2,233424280
10,3333979,30,2,233424280
11,3332987,30,2,233424280
12,3335795,30,2,233424280
13,3330938,30,2,233424280
14,3329265,30,2,233424280
15,3332961,30,2,233424280
16,3332822,30,2,233424280
17,3333434,30,2,233424280
18,3333819,30,2,233424280
19,3331976,30,2,233424280
20,3331525,30,2,233424280
21,3333050,30,2,233424280
22,3336877,30,2,233424280
23,3336110,30,2,233424280
24,3330979,30,2,233424280
25,3332927,30,2,233424280
26,3334564,30,2,233424280
27,3336590,30,2,233424280
28,3334736,30,2,233424280
29,3333888,30,2,233424280
0,3330577,30,2,429496729
1,3334366,30,2,429496729
2,3333028,30,2,429496729
3,3334600,30,2,429496729
4,3330779,30,2,429496729
5,3333907,30,2,429496729
6,3335311,30,2,429496729
7,3334407,30,2,429496729
8,3331912,30,2,429496729
9,3335144,30,2,429496729
10,3331978,30,2,429496729
11,3334257,30,2,429496729
12,3331912,30,2,429496729
13,3336155,30,2,429496729
14,3335004,30,2,429496729
15,3335541,30,2,429496729
16,3334483,30,2,429496729
17,3334744,30,2,429496729
18,3332469,30,2,429496729
19,3333592,30,2,429496729
20,3331220,30,2,429496729
21,3333160,30,2,429496729
22,3331305,30,2,429496729
23,3332679,30,2,429496729
24,3332289,30,2,429496729
25,3332576,30,2,429496729
26,3333069,30,2,429496729
27,3334993,30,2,429496729
28,3334083,30,2,429496729
29,3330460,30,2,429496729
